,Vector ID,Year,Province,Labour force characteristics,Sex,Unit of Measure,Value,Coordinate
6245,v1063543450,2020,Prince Edward Island,Unemployment rate,Females,Percentage,16.7,3.8.3.19
6246,v1063543451,2020,Prince Edward Island,Unemployment rate,Females,Percentage,,3.8.3.20
6247,v1063543452,2020,Prince Edward Island,Unemployment rate,Females,Percentage,,3.8.3.21
6248,v1063543476,2020,Prince Edward Island,Participation rate,Males,Percentage,68.6,3.9.2.1
6249,v1063543477,2020,Prince Edward Island,Participation rate,Males,Percentage,66.7,3.9.2.2
6250,v1063543478,2020,Prince Edward Island,Participation rate,Males,Percentage,68.9,3.9.2.3
6251,v1063543479,2020,Prince Edward Island,Participation rate,Males,Percentage,89.3,3.9.2.4
6252,v1063543497,2020,Prince Edward Island,Participation rate,Males,Percentage,80.1,3.9.2.22
6253,v1063543480,2020,Prince Edward Island,Participation rate,Males,Percentage,58.4,3.9.2.5
6254,v1063543481,2020,Prince Edward Island,Participation rate,Males,Percentage,89.5,3.9.2.6
6255,v1063543482,2020,Prince Edward Island,Participation rate,Males,Percentage,45.8,3.9.2.7
6256,v1063543483,2020,Prince Edward Island,Participation rate,Males,Percentage,80.7,3.9.2.8
6257,v1063543484,2020,Prince Edward Island,Participation rate,Males,Percentage,48.9,3.9.2.9
6258,v1063543485,2020,Prince Edward Island,Participation rate,Males,Percentage,79.0,3.9.2.10
6259,v1063543486,2020,Prince Edward Island,Participation rate,Males,Percentage,87.0,3.9.2.11
6260,v1063543487,2020,Prince Edward Island,Participation rate,Males,Percentage,88.6,3.9.2.12
6261,v1063543488,2020,Prince Edward Island,Participation rate,Males,Percentage,91.7,3.9.2.13
6262,v1063543489,2020,Prince Edward Island,Participation rate,Males,Percentage,90.2,3.9.2.14
6263,v1063543490,2020,Prince Edward Island,Participation rate,Males,Percentage,91.1,3.9.2.15
6264,v1063543491,2020,Prince Edward Island,Participation rate,Males,Percentage,89.1,3.9.2.16
6265,v1063543492,2020,Prince Edward Island,Participation rate,Males,Percentage,77.2,3.9.2.17
6266,v1063543493,2020,Prince Edward Island,Participation rate,Males,Percentage,64.8,3.9.2.18
6267,v1063543494,2020,Prince Edward Island,Participation rate,Males,Percentage,26.1,3.9.2.19
6268,v1063543495,2020,Prince Edward Island,Participation rate,Males,Percentage,45.8,3.9.2.20
6269,v1063543496,2020,Prince Edward Island,Participation rate,Males,Percentage,16.0,3.9.2.21
6270,v1063543498,2020,Prince Edward Island,Participation rate,Females,Percentage,61.2,3.9.3.1
6271,v1063543499,2020,Prince Edward Island,Participation rate,Females,Percentage,66.3,3.9.3.2
6272,v1063543500,2020,Prince Edward Island,Participation rate,Females,Percentage,60.3,3.9.3.3
6273,v1063543501,2020,Prince Edward Island,Participation rate,Females,Percentage,84.8,3.9.3.4
6274,v1063543519,2020,Prince Edward Island,Participation rate,Females,Percentage,74.9,3.9.3.22
6275,v1063543502,2020,Prince Edward Island,Participation rate,Females,Percentage,47.9,3.9.3.5
6276,v1063543503,2020,Prince Edward Island,Participation rate,Females,Percentage,86.1,3.9.3.6
6277,v1063543504,2020,Prince Edward Island,Participation rate,Females,Percentage,33.6,3.9.3.7
6278,v1063543505,2020,Prince Edward Island,Participation rate,Females,Percentage,77.0,3.9.3.8
6279,v1063543506,2020,Prince Edward Island,Participation rate,Females,Percentage,53.3,3.9.3.9
6280,v1063543507,2020,Prince Edward Island,Participation rate,Females,Percentage,77.4,3.9.3.10
6281,v1063543508,2020,Prince Edward Island,Participation rate,Females,Percentage,81.3,3.9.3.11
6282,v1063543509,2020,Prince Edward Island,Participation rate,Females,Percentage,87.0,3.9.3.12
6283,v1063543510,2020,Prince Edward Island,Participation rate,Females,Percentage,88.0,3.9.3.13
6284,v1063543511,2020,Prince Edward Island,Participation rate,Females,Percentage,84.8,3.9.3.14
6285,v1063543512,2020,Prince Edward Island,Participation rate,Females,Percentage,88.0,3.9.3.15
6286,v1063543513,2020,Prince Edward Island,Participation rate,Females,Percentage,88.7,3.9.3.16
6287,v1063543514,2020,Prince Edward Island,Participation rate,Females,Percentage,73.8,3.9.3.17
6288,v1063543515,2020,Prince Edward Island,Participation rate,Females,Percentage,53.4,3.9.3.18
6289,v1063543516,2020,Prince Edward Island,Participation rate,Females,Percentage,11.0,3.9.3.19
6290,v1063543517,2020,Prince Edward Island,Participation rate,Females,Percentage,21.2,3.9.3.20
6291,v1063543518,2020,Prince Edward Island,Participation rate,Females,Percentage,6.3,3.9.3.21
6292,v1063543542,2020,Prince Edward Island,Employment rate,Males,Percentage,61.5,3.10.2.1
6293,v1063543543,2020,Prince Edward Island,Employment rate,Males,Percentage,55.6,3.10.2.2
6294,v1063543544,2020,Prince Edward Island,Employment rate,Males,Percentage,62.7,3.10.2.3
6295,v1063543545,2020,Prince Edward Island,Employment rate,Males,Percentage,81.3,3.10.2.4
6296,v1063543563,2020,Prince Edward Island,Employment rate,Males,Percentage,73.0,3.10.2.22
6297,v1063543546,2020,Prince Edward Island,Employment rate,Males,Percentage,53.0,3.10.2.5
6298,v1063543547,2020,Prince Edward Island,Employment rate,Males,Percentage,81.5,3.10.2.6
6299,v1063543548,2020,Prince Edward Island,Employment rate,Males,Percentage,41.5,3.10.2.7
6300,v1063543549,2020,Prince Edward Island,Employment rate,Males,Percentage,72.2,3.10.2.8
6301,v1063543550,2020,Prince Edward Island,Employment rate,Males,Percentage,38.3,3.10.2.9
6302,v1063543551,2020,Prince Edward Island,Employment rate,Males,Percentage,67.7,3.10.2.10
6303,v1063543552,2020,Prince Edward Island,Employment rate,Males,Percentage,77.8,3.10.2.11
6304,v1063543553,2020,Prince Edward Island,Employment rate,Males,Percentage,81.8,3.10.2.12
6305,v1063543554,2020,Prince Edward Island,Employment rate,Males,Percentage,83.3,3.10.2.13
6306,v1063543555,2020,Prince Edward Island,Employment rate,Males,Percentage,82.9,3.10.2.14
6307,v1063543556,2020,Prince Edward Island,Employment rate,Males,Percentage,84.4,3.10.2.15
6308,v1063543557,2020,Prince Edward Island,Employment rate,Males,Percentage,80.0,3.10.2.16
6309,v1063543558,2020,Prince Edward Island,Employment rate,Males,Percentage,70.2,3.10.2.17
6310,v1063543559,2020,Prince Edward Island,Employment rate,Males,Percentage,57.4,3.10.2.18
6311,v1063543560,2020,Prince Edward Island,Employment rate,Males,Percentage,23.2,3.10.2.19
6312,v1063543561,2020,Prince Edward Island,Employment rate,Males,Percentage,39.6,3.10.2.20
6313,v1063543562,2020,Prince Edward Island,Employment rate,Males,Percentage,14.9,3.10.2.21
6314,v1063543564,2020,Prince Edward Island,Employment rate,Females,Percentage,54.7,3.10.3.1
6315,v1063543565,2020,Prince Edward Island,Employment rate,Females,Percentage,55.1,3.10.3.2
6316,v1063543566,2020,Prince Edward Island,Employment rate,Females,Percentage,54.4,3.10.3.3
6317,v1063543567,2020,Prince Edward Island,Employment rate,Females,Percentage,76.4,3.10.3.4
6318,v1063543585,2020,Prince Edward Island,Employment rate,Females,Percentage,68.6,3.10.3.22
6319,v1063543568,2020,Prince Edward Island,Employment rate,Females,Percentage,43.5,3.10.3.5
6320,v1063543569,2020,Prince Edward Island,Employment rate,Females,Percentage,77.9,3.10.3.6
6321,v1063543570,2020,Prince Edward Island,Employment rate,Females,Percentage,30.0,3.10.3.7
6322,v1063543571,2020,Prince Edward Island,Employment rate,Females,Percentage,68.9,3.10.3.8
6323,v1063543572,2020,Prince Edward Island,Employment rate,Females,Percentage,42.2,3.10.3.9
6324,v1063543573,2020,Prince Edward Island,Employment rate,Females,Percentage,66.0,3.10.3.10
6325,v1063543574,2020,Prince Edward Island,Employment rate,Females,Percentage,72.9,3.10.3.11
6326,v1063543575,2020,Prince Edward Island,Employment rate,Females,Percentage,80.4,3.10.3.12
6327,v1063543576,2020,Prince Edward Island,Employment rate,Females,Percentage,76.0,3.10.3.13
6328,v1063543577,2020,Prince Edward Island,Employment rate,Females,Percentage,80.4,3.10.3.14
6329,v1063543578,2020,Prince Edward Island,Employment rate,Females,Percentage,80.0,3.10.3.15
6330,v1063543579,2020,Prince Edward Island,Employment rate,Females,Percentage,81.1,3.10.3.16
6331,v1063543580,2020,Prince Edward Island,Employment rate,Females,Percentage,68.9,3.10.3.17
6332,v1063543581,2020,Prince Edward Island,Employment rate,Females,Percentage,48.3,3.10.3.18
6333,v1063543582,2020,Prince Edward Island,Employment rate,Females,Percentage,9.8,3.10.3.19
6334,v1063543583,2020,Prince Edward Island,Employment rate,Females,Percentage,17.3,3.10.3.20
6335,v1063543584,2020,Prince Edward Island,Employment rate,Females,Percentage,6.3,3.10.3.21
6336,v1063543740,2020,Nova Scotia,Population,Males,Persons,393.4,4.1.2.1
6337,v1063543741,2020,Nova Scotia,Population,Males,Persons,56.6,4.1.2.2
6338,v1063543742,2020,Nova Scotia,Population,Males,Persons,336.8,4.1.2.3
6339,v1063543743,2020,Nova Scotia,Population,Males,Persons,111.1,4.1.2.4
6340,v1063543761,2020,Nova Scotia,Population,Males,Persons,132.6,4.1.2.22
6341,v1063543744,2020,Nova Scotia,Population,Males,Persons,225.6,4.1.2.5
6342,v1063543745,2020,Nova Scotia,Population,Males,Persons,169.9,4.1.2.6
6343,v1063543746,2020,Nova Scotia,Population,Males,Persons,166.9,4.1.2.7
6344,v1063543747,2020,Nova Scotia,Population,Males,Persons,300.3,4.1.2.8
6345,v1063543748,2020,Nova Scotia,Population,Males,Persons,25.4,4.1.2.9
6346,v1063543749,2020,Nova Scotia,Population,Males,Persons,31.2,4.1.2.10
6347,v1063543750,2020,Nova Scotia,Population,Males,Persons,30.5,4.1.2.11
6348,v1063543751,2020,Nova Scotia,Population,Males,Persons,28.4,4.1.2.12
6349,v1063543752,2020,Nova Scotia,Population,Males,Persons,26.5,4.1.2.13
6350,v1063543753,2020,Nova Scotia,Population,Males,Persons,25.7,4.1.2.14
6351,v1063543754,2020,Nova Scotia,Population,Males,Persons,27.0,4.1.2.15
6352,v1063543755,2020,Nova Scotia,Population,Males,Persons,31.8,4.1.2.16
6353,v1063543756,2020,Nova Scotia,Population,Males,Persons,37.5,4.1.2.17
6354,v1063543757,2020,Nova Scotia,Population,Males,Persons,36.4,4.1.2.18
6355,v1063543758,2020,Nova Scotia,Population,Males,Persons,93.0,4.1.2.19
6356,v1063543759,2020,Nova Scotia,Population,Males,Persons,31.7,4.1.2.20
6357,v1063543760,2020,Nova Scotia,Population,Males,Persons,61.4,4.1.2.21
6358,v1063543762,2020,Nova Scotia,Population,Females,Persons,420.7,4.1.3.1
6359,v1063543763,2020,Nova Scotia,Population,Females,Persons,53.2,4.1.3.2
6360,v1063543764,2020,Nova Scotia,Population,Females,Persons,367.5,4.1.3.3
6361,v1063543765,2020,Nova Scotia,Population,Females,Persons,118.8,4.1.3.4
6362,v1063543783,2020,Nova Scotia,Population,Females,Persons,141.7,4.1.3.22
6363,v1063543766,2020,Nova Scotia,Population,Females,Persons,248.7,4.1.3.5
6364,v1063543767,2020,Nova Scotia,Population,Females,Persons,182.6,4.1.3.6
6365,v1063543768,2020,Nova Scotia,Population,Females,Persons,184.9,4.1.3.7
6366,v1063543769,2020,Nova Scotia,Population,Females,Persons,313.7,4.1.3.8
6367,v1063543770,2020,Nova Scotia,Population,Females,Persons,24.3,4.1.3.9
6368,v1063543771,2020,Nova Scotia,Population,Females,Persons,28.9,4.1.3.10
6369,v1063543772,2020,Nova Scotia,Population,Females,Persons,30.5,4.1.3.11
6370,v1063543773,2020,Nova Scotia,Population,Females,Persons,30.1,4.1.3.12
6371,v1063543774,2020,Nova Scotia,Population,Females,Persons,28.6,4.1.3.13
6372,v1063543775,2020,Nova Scotia,Population,Females,Persons,29.6,4.1.3.14
6373,v1063543776,2020,Nova Scotia,Population,Females,Persons,29.7,4.1.3.15
6374,v1063543777,2020,Nova Scotia,Population,Females,Persons,34.2,4.1.3.16
6375,v1063543778,2020,Nova Scotia,Population,Females,Persons,39.4,4.1.3.17
6376,v1063543779,2020,Nova Scotia,Population,Females,Persons,38.5,4.1.3.18
6377,v1063543780,2020,Nova Scotia,Population,Females,Persons,107.0,4.1.3.19
6378,v1063543781,2020,Nova Scotia,Population,Females,Persons,34.0,4.1.3.20
6379,v1063543782,2020,Nova Scotia,Population,Females,Persons,73.0,4.1.3.21
6380,v1063543806,2020,Nova Scotia,Labour force,Males,Persons,250.0,4.2.2.1
6381,v1063543807,2020,Nova Scotia,Labour force,Males,Persons,37.7,4.2.2.2
6382,v1063543808,2020,Nova Scotia,Labour force,Males,Persons,212.3,4.2.2.3
6383,v1063543809,2020,Nova Scotia,Labour force,Males,Persons,98.9,4.2.2.4
6384,v1063543827,2020,Nova Scotia,Labour force,Males,Persons,97.9,4.2.2.22
6385,v1063543810,2020,Nova Scotia,Labour force,Males,Persons,113.4,4.2.2.5
6386,v1063543811,2020,Nova Scotia,Labour force,Males,Persons,149.7,4.2.2.6
6387,v1063543812,2020,Nova Scotia,Labour force,Males,Persons,62.7,4.2.2.7
6388,v1063543813,2020,Nova Scotia,Labour force,Males,Persons,234.5,4.2.2.8
6389,v1063543814,2020,Nova Scotia,Labour force,Males,Persons,12.8,4.2.2.9
6390,v1063543815,2020,Nova Scotia,Labour force,Males,Persons,24.9,4.2.2.10
6391,v1063543816,2020,Nova Scotia,Labour force,Males,Persons,25.6,4.2.2.11
6392,v1063543817,2020,Nova Scotia,Labour force,Males,Persons,25.4,4.2.2.12
6393,v1063543818,2020,Nova Scotia,Labour force,Males,Persons,24.6,4.2.2.13
6394,v1063543819,2020,Nova Scotia,Labour force,Males,Persons,23.2,4.2.2.14
6395,v1063543820,2020,Nova Scotia,Labour force,Males,Persons,24.2,4.2.2.15
6396,v1063543821,2020,Nova Scotia,Labour force,Males,Persons,26.6,4.2.2.16
6397,v1063543822,2020,Nova Scotia,Labour force,Males,Persons,28.1,4.2.2.17
6398,v1063543823,2020,Nova Scotia,Labour force,Males,Persons,19.0,4.2.2.18
6399,v1063543824,2020,Nova Scotia,Labour force,Males,Persons,15.6,4.2.2.19
6400,v1063543825,2020,Nova Scotia,Labour force,Males,Persons,8.8,4.2.2.20
6401,v1063543826,2020,Nova Scotia,Labour force,Males,Persons,6.8,4.2.2.21
6402,v1063543828,2020,Nova Scotia,Labour force,Females,Persons,241.9,4.2.3.1
6403,v1063543829,2020,Nova Scotia,Labour force,Females,Persons,34.1,4.2.3.2
6404,v1063543830,2020,Nova Scotia,Labour force,Females,Persons,207.8,4.2.3.3
6405,v1063543831,2020,Nova Scotia,Labour force,Females,Persons,101.9,4.2.3.4
6406,v1063543849,2020,Nova Scotia,Labour force,Females,Persons,95.7,4.2.3.22
6407,v1063543832,2020,Nova Scotia,Labour force,Females,Persons,106.0,4.2.3.5
6408,v1063543833,2020,Nova Scotia,Labour force,Females,Persons,154.6,4.2.3.6
6409,v1063543834,2020,Nova Scotia,Labour force,Females,Persons,53.3,4.2.3.7
6410,v1063543835,2020,Nova Scotia,Labour force,Females,Persons,231.6,4.2.3.8
6411,v1063543836,2020,Nova Scotia,Labour force,Females,Persons,12.1,4.2.3.9
6412,v1063543837,2020,Nova Scotia,Labour force,Females,Persons,22.0,4.2.3.10
6413,v1063543838,2020,Nova Scotia,Labour force,Females,Persons,25.8,4.2.3.11
6414,v1063543839,2020,Nova Scotia,Labour force,Females,Persons,25.7,4.2.3.12
6415,v1063543840,2020,Nova Scotia,Labour force,Females,Persons,24.7,4.2.3.13
6416,v1063543841,2020,Nova Scotia,Labour force,Females,Persons,25.6,4.2.3.14
6417,v1063543842,2020,Nova Scotia,Labour force,Females,Persons,24.6,4.2.3.15
6418,v1063543843,2020,Nova Scotia,Labour force,Females,Persons,28.1,4.2.3.16
6419,v1063543844,2020,Nova Scotia,Labour force,Females,Persons,27.3,4.2.3.17
6420,v1063543845,2020,Nova Scotia,Labour force,Females,Persons,15.7,4.2.3.18
6421,v1063543846,2020,Nova Scotia,Labour force,Females,Persons,10.3,4.2.3.19
6422,v1063543847,2020,Nova Scotia,Labour force,Females,Persons,7.2,4.2.3.20
6423,v1063543848,2020,Nova Scotia,Labour force,Females,Persons,3.1,4.2.3.21
6424,v1063543872,2020,Nova Scotia,Employment,Males,Persons,223.3,4.3.2.1
6425,v1063543873,2020,Nova Scotia,Employment,Males,Persons,30.7,4.3.2.2
6426,v1063543874,2020,Nova Scotia,Employment,Males,Persons,192.5,4.3.2.3
6427,v1063543875,2020,Nova Scotia,Employment,Males,Persons,88.3,4.3.2.4
6428,v1063543893,2020,Nova Scotia,Employment,Males,Persons,89.9,4.3.2.22
6429,v1063543876,2020,Nova Scotia,Employment,Males,Persons,104.2,4.3.2.5
6430,v1063543877,2020,Nova Scotia,Employment,Males,Persons,135.9,4.3.2.6
6431,v1063543878,2020,Nova Scotia,Employment,Males,Persons,56.6,4.3.2.7
6432,v1063543879,2020,Nova Scotia,Employment,Males,Persons,209.0,4.3.2.8
6433,v1063543880,2020,Nova Scotia,Employment,Males,Persons,10.0,4.3.2.9
6434,v1063543881,2020,Nova Scotia,Employment,Males,Persons,20.8,4.3.2.10
6435,v1063543882,2020,Nova Scotia,Employment,Males,Persons,21.0,4.3.2.11
6436,v1063543883,2020,Nova Scotia,Employment,Males,Persons,23.1,4.3.2.12
6437,v1063543884,2020,Nova Scotia,Employment,Males,Persons,22.9,4.3.2.13
6438,v1063543885,2020,Nova Scotia,Employment,Males,Persons,21.5,4.3.2.14
6439,v1063543886,2020,Nova Scotia,Employment,Males,Persons,22.8,4.3.2.15
6440,v1063543887,2020,Nova Scotia,Employment,Males,Persons,24.8,4.3.2.16
6441,v1063543888,2020,Nova Scotia,Employment,Males,Persons,25.7,4.3.2.17
6442,v1063543889,2020,Nova Scotia,Employment,Males,Persons,16.7,4.3.2.18
6443,v1063543890,2020,Nova Scotia,Employment,Males,Persons,14.3,4.3.2.19
6444,v1063543891,2020,Nova Scotia,Employment,Males,Persons,7.9,4.3.2.20
6445,v1063543892,2020,Nova Scotia,Employment,Males,Persons,6.4,4.3.2.21
6446,v1063543894,2020,Nova Scotia,Employment,Females,Persons,220.1,4.3.3.1
6447,v1063543895,2020,Nova Scotia,Employment,Females,Persons,29.0,4.3.3.2
6448,v1063543896,2020,Nova Scotia,Employment,Females,Persons,191.1,4.3.3.3
6449,v1063543897,2020,Nova Scotia,Employment,Females,Persons,93.6,4.3.3.4
6450,v1063543915,2020,Nova Scotia,Employment,Females,Persons,88.0,4.3.3.22
6451,v1063543898,2020,Nova Scotia,Employment,Females,Persons,97.5,4.3.3.5
6452,v1063543899,2020,Nova Scotia,Employment,Females,Persons,142.8,4.3.3.6
6453,v1063543900,2020,Nova Scotia,Employment,Females,Persons,48.3,4.3.3.7
6454,v1063543901,2020,Nova Scotia,Employment,Females,Persons,210.5,4.3.3.8
6455,v1063543902,2020,Nova Scotia,Employment,Females,Persons,9.9,4.3.3.9
6456,v1063543903,2020,Nova Scotia,Employment,Females,Persons,19.1,4.3.3.10
6457,v1063543904,2020,Nova Scotia,Employment,Females,Persons,23.2,4.3.3.11
6458,v1063543905,2020,Nova Scotia,Employment,Females,Persons,23.5,4.3.3.12
6459,v1063543906,2020,Nova Scotia,Employment,Females,Persons,23.0,4.3.3.13
6460,v1063543907,2020,Nova Scotia,Employment,Females,Persons,23.9,4.3.3.14
